tags,val/llrmse_climax,test/ssp245_AWI-CM-1-1-MR/pr/llrmse_climax,test/ssp245_AWI-CM-1-1-MR/tas/llrmse_climax,test/ssp245_AWI-CM-1-1-MR/llrmse_climax,test/ssp245_BCC-CSM2-MR/pr/llrmse_climax,test/ssp245_BCC-CSM2-MR/tas/llrmse_climax,test/ssp245_BCC-CSM2-MR/llrmse_climax,test/ssp245_CAS-ESM2-0/pr/llrmse_climax,test/ssp245_CAS-ESM2-0/tas/llrmse_climax,test/ssp245_CAS-ESM2-0/llrmse_climax,test/ssp245_CNRM-CM6-1-HR/pr/llrmse_climax,test/ssp245_CNRM-CM6-1-HR/tas/llrmse_climax,test/ssp245_CNRM-CM6-1-HR/llrmse_climax,test/ssp245_EC-Earth3/pr/llrmse_climax,test/ssp245_EC-Earth3/tas/llrmse_climax,test/ssp245_EC-Earth3/llrmse_climax,test/ssp245_EC-Earth3-Veg-LR/pr/llrmse_climax,test/ssp245_EC-Earth3-Veg-LR/tas/llrmse_climax,test/ssp245_EC-Earth3-Veg-LR/llrmse_climax,test/ssp245_FGOALS-f3-L/pr/llrmse_climax,test/ssp245_FGOALS-f3-L/tas/llrmse_climax,test/ssp245_FGOALS-f3-L/llrmse_climax,test/ssp245_GFDL-ESM4/pr/llrmse_climax,test/ssp245_GFDL-ESM4/tas/llrmse_climax,test/ssp245_GFDL-ESM4/llrmse_climax,test/ssp245_INM-CM4-8/pr/llrmse_climax,test/ssp245_INM-CM4-8/tas/llrmse_climax,test/ssp245_INM-CM4-8/llrmse_climax,test/ssp245_INM-CM5-0/pr/llrmse_climax,test/ssp245_INM-CM5-0/tas/llrmse_climax,test/ssp245_INM-CM5-0/llrmse_climax,test/ssp245_MPI-ESM1-2-HR/pr/llrmse_climax,test/ssp245_MPI-ESM1-2-HR/tas/llrmse_climax,test/ssp245_MPI-ESM1-2-HR/llrmse_climax,test/ssp245_MRI-ESM2-0/pr/llrmse_climax,test/ssp245_MRI-ESM2-0/tas/llrmse_climax,test/ssp245_MRI-ESM2-0/llrmse_climax,test/ssp245_NorESM2-LM/pr/llrmse_climax,test/ssp245_NorESM2-LM/tas/llrmse_climax,test/ssp245_NorESM2-LM/llrmse_climax,test/ssp245_NorESM2-MM/pr/llrmse_climax,test/ssp245_NorESM2-MM/tas/llrmse_climax,test/ssp245_NorESM2-MM/llrmse_climax,test/ssp245_TaiESM1/pr/llrmse_climax,test/ssp245_TaiESM1/tas/llrmse_climax,test/ssp245_TaiESM1/llrmse_climax,test/ssp245_AWI-CM-1-1-MR/pr/mse,test/ssp245_AWI-CM-1-1-MR/tas/mse,test/ssp245_AWI-CM-1-1-MR/mse,test/ssp245_BCC-CSM2-MR/pr/mse,test/ssp245_BCC-CSM2-MR/tas/mse,test/ssp245_BCC-CSM2-MR/mse,test/ssp245_CAS-ESM2-0/pr/mse,test/ssp245_CAS-ESM2-0/tas/mse,test/ssp245_CAS-ESM2-0/mse,test/ssp245_CNRM-CM6-1-HR/pr/mse,test/ssp245_CNRM-CM6-1-HR/tas/mse,test/ssp245_CNRM-CM6-1-HR/mse,test/ssp245_EC-Earth3/pr/mse,test/ssp245_EC-Earth3/tas/mse,test/ssp245_EC-Earth3/mse,test/ssp245_EC-Earth3-Veg-LR/pr/mse,test/ssp245_EC-Earth3-Veg-LR/tas/mse,test/ssp245_EC-Earth3-Veg-LR/mse,test/ssp245_FGOALS-f3-L/pr/mse,test/ssp245_FGOALS-f3-L/tas/mse,test/ssp245_FGOALS-f3-L/mse,test/ssp245_GFDL-ESM4/pr/mse,test/ssp245_GFDL-ESM4/tas/mse,test/ssp245_GFDL-ESM4/mse,test/ssp245_INM-CM4-8/pr/mse,test/ssp245_INM-CM4-8/tas/mse,test/ssp245_INM-CM4-8/mse,test/ssp245_INM-CM5-0/pr/mse,test/ssp245_INM-CM5-0/tas/mse,test/ssp245_INM-CM5-0/mse,test/ssp245_MPI-ESM1-2-HR/pr/mse,test/ssp245_MPI-ESM1-2-HR/tas/mse,test/ssp245_MPI-ESM1-2-HR/mse,test/ssp245_MRI-ESM2-0/pr/mse,test/ssp245_MRI-ESM2-0/tas/mse,test/ssp245_MRI-ESM2-0/mse,test/ssp245_NorESM2-LM/pr/mse,test/ssp245_NorESM2-LM/tas/mse,test/ssp245_NorESM2-LM/mse,test/ssp245_NorESM2-MM/pr/mse,test/ssp245_NorESM2-MM/tas/mse,test/ssp245_NorESM2-MM/mse,test/ssp245_TaiESM1/pr/mse,test/ssp245_TaiESM1/tas/mse,test/ssp245_TaiESM1/mse,test/ssp245_AWI-CM-1-1-MR/pr/rmse,test/ssp245_AWI-CM-1-1-MR/tas/rmse,test/ssp245_AWI-CM-1-1-MR/rmse,test/ssp245_BCC-CSM2-MR/pr/rmse,test/ssp245_BCC-CSM2-MR/tas/rmse,test/ssp245_BCC-CSM2-MR/rmse,test/ssp245_CAS-ESM2-0/pr/rmse,test/ssp245_CAS-ESM2-0/tas/rmse,test/ssp245_CAS-ESM2-0/rmse,test/ssp245_CNRM-CM6-1-HR/pr/rmse,test/ssp245_CNRM-CM6-1-HR/tas/rmse,test/ssp245_CNRM-CM6-1-HR/rmse,test/ssp245_EC-Earth3/pr/rmse,test/ssp245_EC-Earth3/tas/rmse,test/ssp245_EC-Earth3/rmse,test/ssp245_EC-Earth3-Veg-LR/pr/rmse,test/ssp245_EC-Earth3-Veg-LR/tas/rmse,test/ssp245_EC-Earth3-Veg-LR/rmse,test/ssp245_FGOALS-f3-L/pr/rmse,test/ssp245_FGOALS-f3-L/tas/rmse,test/ssp245_FGOALS-f3-L/rmse,test/ssp245_GFDL-ESM4/pr/rmse,test/ssp245_GFDL-ESM4/tas/rmse,test/ssp245_GFDL-ESM4/rmse,test/ssp245_INM-CM4-8/pr/rmse,test/ssp245_INM-CM4-8/tas/rmse,test/ssp245_INM-CM4-8/rmse,test/ssp245_INM-CM5-0/pr/rmse,test/ssp245_INM-CM5-0/tas/rmse,test/ssp245_INM-CM5-0/rmse,test/ssp245_MPI-ESM1-2-HR/pr/rmse,test/ssp245_MPI-ESM1-2-HR/tas/rmse,test/ssp245_MPI-ESM1-2-HR/rmse,test/ssp245_MRI-ESM2-0/pr/rmse,test/ssp245_MRI-ESM2-0/tas/rmse,test/ssp245_MRI-ESM2-0/rmse,test/ssp245_NorESM2-LM/pr/rmse,test/ssp245_NorESM2-LM/tas/rmse,test/ssp245_NorESM2-LM/rmse,test/ssp245_NorESM2-MM/pr/rmse,test/ssp245_NorESM2-MM/tas/rmse,test/ssp245_NorESM2-MM/rmse,test/ssp245_TaiESM1/pr/rmse,test/ssp245_TaiESM1/tas/rmse,test/ssp245_TaiESM1/rmse,test/ssp245_AWI-CM-1-1-MR/pr/llrmse_wheather_bench,test/ssp245_AWI-CM-1-1-MR/tas/llrmse_wheather_bench,test/ssp245_AWI-CM-1-1-MR/llrmse_wheather_bench,test/ssp245_BCC-CSM2-MR/pr/llrmse_wheather_bench,test/ssp245_BCC-CSM2-MR/tas/llrmse_wheather_bench,test/ssp245_BCC-CSM2-MR/llrmse_wheather_bench,test/ssp245_CAS-ESM2-0/pr/llrmse_wheather_bench,test/ssp245_CAS-ESM2-0/tas/llrmse_wheather_bench,test/ssp245_CAS-ESM2-0/llrmse_wheather_bench,test/ssp245_CNRM-CM6-1-HR/pr/llrmse_wheather_bench,test/ssp245_CNRM-CM6-1-HR/tas/llrmse_wheather_bench,test/ssp245_CNRM-CM6-1-HR/llrmse_wheather_bench,test/ssp245_EC-Earth3/pr/llrmse_wheather_bench,test/ssp245_EC-Earth3/tas/llrmse_wheather_bench,test/ssp245_EC-Earth3/llrmse_wheather_bench,test/ssp245_EC-Earth3-Veg-LR/pr/llrmse_wheather_bench,test/ssp245_EC-Earth3-Veg-LR/tas/llrmse_wheather_bench,test/ssp245_EC-Earth3-Veg-LR/llrmse_wheather_bench,test/ssp245_FGOALS-f3-L/pr/llrmse_wheather_bench,test/ssp245_FGOALS-f3-L/tas/llrmse_wheather_bench,test/ssp245_FGOALS-f3-L/llrmse_wheather_bench,test/ssp245_GFDL-ESM4/pr/llrmse_wheather_bench,test/ssp245_GFDL-ESM4/tas/llrmse_wheather_bench,test/ssp245_GFDL-ESM4/llrmse_wheather_bench,test/ssp245_INM-CM4-8/pr/llrmse_wheather_bench,test/ssp245_INM-CM4-8/tas/llrmse_wheather_bench,test/ssp245_INM-CM4-8/llrmse_wheather_bench,test/ssp245_INM-CM5-0/pr/llrmse_wheather_bench,test/ssp245_INM-CM5-0/tas/llrmse_wheather_bench,test/ssp245_INM-CM5-0/llrmse_wheather_bench,test/ssp245_MPI-ESM1-2-HR/pr/llrmse_wheather_bench,test/ssp245_MPI-ESM1-2-HR/tas/llrmse_wheather_bench,test/ssp245_MPI-ESM1-2-HR/llrmse_wheather_bench,test/ssp245_MRI-ESM2-0/pr/llrmse_wheather_bench,test/ssp245_MRI-ESM2-0/tas/llrmse_wheather_bench,test/ssp245_MRI-ESM2-0/llrmse_wheather_bench,test/ssp245_NorESM2-LM/pr/llrmse_wheather_bench,test/ssp245_NorESM2-LM/tas/llrmse_wheather_bench,test/ssp245_NorESM2-LM/llrmse_wheather_bench,test/ssp245_NorESM2-MM/pr/llrmse_wheather_bench,test/ssp245_NorESM2-MM/tas/llrmse_wheather_bench,test/ssp245_NorESM2-MM/llrmse_wheather_bench,test/ssp245_TaiESM1/pr/llrmse_wheather_bench,test/ssp245_TaiESM1/tas/llrmse_wheather_bench,test/ssp245_TaiESM1/llrmse_wheather_bench
"['EC-Earth3', 'conv_lstm', 'run2', 'single_emulator', 'tas+pr']",0.003,,,,,,,,,,,,,0.398,0.397,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.131,0.13,0.261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.362,0.361,0.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.352,0.351,0.703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['EC-Earth3', 'run2', 'single_emulator', 'tas+pr', 'unet']",0.002,,,,,,,,,,,,,0.295,0.292,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.074,0.072,0.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.272,0.269,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.257,0.253,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['EC-Earth3-Veg-LR', 'climax', 'run2', 'single_emulator', 'tas+pr']",0.002,,,,,,,,,,,,,,,,0.249,0.248,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053,0.052,0.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.231,0.229,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.225,0.223,0.448,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['EC-Earth3-Veg-LR', 'climax_frozen', 'run2', 'single_emulator', 'tas+pr']",0.002,,,,,,,,,,,,,,,,0.291,0.29,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,0.073,0.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.273,0.27,0.543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.266,0.263,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['EC-Earth3-Veg-LR', 'conv_lstm', 'run2', 'single_emulator', 'tas+pr']",0.003,,,,,,,,,,,,,,,,0.406,0.41,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.136,0.138,0.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.369,0.371,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.359,0.36,0.719,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['EC-Earth3-Veg-LR', 'run2', 'single_emulator', 'tas+pr', 'unet']",0.002,,,,,,,,,,,,,,,,0.299,0.299,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077,0.076,0.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.277,0.276,0.554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.263,0.262,0.525,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['FGOALS-f3-L', 'climax', 'run2', 'single_emulator', 'tas+pr']",0.002,,,,,,,,,,,,,,,,,,,0.274,0.26,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059,0.054,0.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.242,0.232,0.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.233,0.224,0.457,,,,,,,,,,,,,,,,,,,,,,,,
"['FGOALS-f3-L', 'climax_frozen', 'run2', 'single_emulator', 'tas+pr']",0.002,,,,,,,,,,,,,,,,,,,0.313,0.294,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.079,0.071,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.281,0.267,0.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.271,0.259,0.53,,,,,,,,,,,,,,,,,,,,,,,,
"['FGOALS-f3-L', 'conv_lstm', 'run2', 'single_emulator', 'tas+pr']",0.003,,,,,,,,,,,,,,,,,,,0.381,0.362,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,0.115,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.353,0.339,0.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.327,0.667,,,,,,,,,,,,,,,,,,,,,,,,
"['FGOALS-f3-L', 'run2', 'single_emulator', 'tas+pr', 'unet']",0.002,,,,,,,,,,,,,,,,,,,0.305,0.286,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,0.068,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.274,0.26,0.534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.259,0.248,0.507,,,,,,,,,,,,,,,,,,,,,,,,
"['GFDL-ESM4', 'climax', 'run2', 'single_emulator', 'tas+pr']",0.003,,,,,,,,,,,,,,,,,,,,,,0.544,0.542,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.218,0.216,0.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.467,0.464,0.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.441,0.436,0.877,,,,,,,,,,,,,,,,,,,,,
"['GFDL-ESM4', 'climax_frozen', 'run2', 'single_emulator', 'tas+pr']",0.003,,,,,,,,,,,,,,,,,,,,,,0.636,0.63,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.284,0.573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.538,0.532,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512,0.505,1.018,,,,,,,,,,,,,,,,,,,,,
"['GFDL-ESM4', 'conv_lstm', 'run2', 'single_emulator', 'tas+pr']",0.004,,,,,,,,,,,,,,,,,,,,,,0.503,0.505,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.187,0.188,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.432,0.433,0.866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.414,0.412,0.826,,,,,,,,,,,,,,,,,,,,,
"['GFDL-ESM4', 'run2', 'single_emulator', 'tas+pr', 'unet']",0.003,,,,,,,,,,,,,,,,,,,,,,0.482,0.481,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.168,0.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.412,0.409,0.821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.386,0.38,0.767,,,,,,,,,,,,,,,,,,,,,
"['INM-CM4-8', 'climax', 'run2', 'single_emulator', 'tas+pr']",0.002,,,,,,,,,,,,,,,,,,,,,,,,,0.214,0.212,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043,0.042,0.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.207,0.205,0.413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.202,0.2,0.401,,,,,,,,,,,,,,,,,,
"['INM-CM4-8', 'climax_frozen', 'run2', 'single_emulator', 'tas+pr']",0.002,,,,,,,,,,,,,,,,,,,,,,,,,0.261,0.257,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.063,0.061,0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.251,0.246,0.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.244,0.239,0.483,,,,,,,,,,,,,,,,,,
"['INM-CM4-8', 'conv_lstm', 'run2', 'single_emulator', 'tas+pr']",0.003,,,,,,,,,,,,,,,,,,,,,,,,,0.346,0.335,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.113,0.108,0.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.337,0.328,0.665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.325,0.317,0.642,,,,,,,,,,,,,,,,,,
"['INM-CM4-8', 'run2', 'single_emulator', 'tas+pr', 'unet']",0.002,,,,,,,,,,,,,,,,,,,,,,,,,0.235,0.232,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053,0.052,0.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.231,0.228,0.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.219,0.217,0.436,,,,,,,,,,,,,,,,,,
"['INM-CM5-0', 'climax', 'run2', 'single_emulator', 'tas+pr']",0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.209,0.207,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041,0.039,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.201,0.198,0.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.196,0.193,0.389,,,,,,,,,,,,,,,
"['INM-CM5-0', 'climax_frozen', 'run2', 'single_emulator', 'tas+pr']",0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.252,0.247,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057,0.055,0.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.239,0.234,0.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.232,0.227,0.459,,,,,,,,,,,,,,,
"['INM-CM5-0', 'conv_lstm', 'run2', 'single_emulator', 'tas+pr']",0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.329,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.102,0.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.332,0.319,0.651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.321,0.309,0.631,,,,,,,,,,,,,,,
"['INM-CM5-0', 'run2', 'single_emulator', 'tas+pr', 'unet']",0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.264,0.258,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.064,0.061,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.253,0.247,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.239,0.234,0.473,,,,,,,,,,,,,,,
"['MPI-ESM1-2-HR', 'climax', 'run2', 'single_emulator', 'tas+pr']",0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.229,0.225,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046,0.044,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.213,0.21,0.423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.208,0.205,0.413,,,,,,,,,,,,
"['MPI-ESM1-2-HR', 'climax_frozen', 'run2', 'single_emulator', 'tas+pr']",0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.265,0.258,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061,0.058,0.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.247,0.241,0.487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.241,0.235,0.476,,,,,,,,,,,,
"['MPI-ESM1-2-HR', 'conv_lstm', 'run2', 'single_emulator', 'tas+pr']",0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.415,0.406,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.134,0.129,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.366,0.359,0.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.356,0.35,0.705,,,,,,,,,,,,
"['MPI-ESM1-2-HR', 'run2', 'single_emulator', 'tas+pr', 'unet']",0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.317,0.31,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.081,0.077,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.284,0.278,0.561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.265,0.26,0.525,,,,,,,,,,,,
"['MRI-ESM2-0', 'climax', 'run2', 'single_emulator', 'tas+pr']",0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.219,0.221,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041,0.041,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.201,0.203,0.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.194,0.195,0.389,,,,,,,,,
"['MRI-ESM2-0', 'climax_frozen', 'run2', 'single_emulator', 'tas+pr']",0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.263,0.262,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058,0.057,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.241,0.24,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.232,0.23,0.462,,,,,,,,,
"['MRI-ESM2-0', 'conv_lstm', 'run2', 'single_emulator', 'tas+pr']",0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,0.357,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.109,0.108,0.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.328,0.658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.318,0.638,,,,,,,,,
"['MRI-ESM2-0', 'run2', 'single_emulator', 'tas+pr', 'unet']",0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.292,0.292,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.072,0.072,0.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.269,0.268,0.537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.247,0.246,0.494,,,,,,,,,
"['NorESM2-LM', 'climax', 'run2', 'single_emulator', 'tas+pr']",0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.381,0.369,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.122,0.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,0.348,0.708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.336,0.325,0.661,,,,,,
"['NorESM2-LM', 'climax_frozen', 'run2', 'single_emulator', 'tas+pr']",0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.413,0.386,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.141,0.126,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.375,0.354,0.729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.357,0.337,0.694,,,,,,
"['NorESM2-LM', 'conv_lstm', 'run2', 'single_emulator', 'tas+pr']",0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.315,0.299,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.091,0.083,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.302,0.288,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.292,0.278,0.57,,,,,,
"['NorESM2-LM', 'run2', 'single_emulator', 'tas+pr', 'unet']",0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.291,0.271,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077,0.067,0.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.276,0.259,0.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.265,0.249,0.514,,,,,,
"['NorESM2-MM', 'climax', 'run2', 'single_emulator', 'tas+pr']",0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.395,0.376,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.119,0.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,0.345,0.705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.335,0.321,0.656,,,
